Business Line (group),Business Line,Date Prefix,Expense Type Note,Adjustments Outcome,No-Adjustments Value,Date,Description1,Revenue and Expense Type,Year,Value
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",64.711,64.711,1/1/2021,Claims,Non-labor Expense,2021,64.711
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.038,2.038,1/1/2021,Electric Power,Non-labor Expense,2021,2.038
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",25.755,25.755,1/1/2021,Fuel,Non-labor Expense,2021,25.755
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",81.202,81.202,1/1/2021,Health and Welfare,Labor Expense,2021,81.202
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",8.067,8.067,1/1/2021,Insurance,Non-labor Expense,2021,8.067
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",37.54,37.54,1/1/2021,Maintenance and Other Operating Contracts,Non-labor Expense,2021,37.54
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",44.811,44.811,1/1/2021,Materials and Supplies,Non-labor Expense,2021,44.811
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",26.481,26.481,1/1/2021,OPEB Current Payment,Labor Expense,2021,26.481
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.809,4.809,1/1/2021,Other Business Expenses,Non-labor Expense,2021,4.809
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",70.778,70.778,1/1/2021,Other Fringe Benefits,Labor Expense,2021,70.778
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",60.099,60.099,1/1/2021,Overtime,Labor Expense,2021,60.099
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2021,Paratransit Service Contracts,Non-labor Expense,2021,0
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",282.161,282.161,1/1/2021,Payroll,Labor Expense,2021,282.161
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",58.632,58.632,1/1/2021,Pensions,Labor Expense,2021,58.632
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",41.143,41.143,1/1/2021,Professional Service Contracts,Non-labor Expense,2021,41.143
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-0.906,-0.906,1/1/2021,Reimbursable Overhead,Labor Expense,2021,-0.906
MTA Bus,MTA Bus Company,Projected,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",35.284,35.284,1/1/2021,Total MTA Bus Debt Service,Debt Service,2021,35.284
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",66.356,66.356,1/1/2022,Claims,Non-labor Expense,2022,66.356
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.144,2.144,1/1/2022,Electric Power,Non-labor Expense,2022,2.144
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",25.116,25.116,1/1/2022,Fuel,Non-labor Expense,2022,25.116
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",85.142,85.142,1/1/2022,Health and Welfare,Labor Expense,2022,85.142
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",9.199,9.199,1/1/2022,Insurance,Non-labor Expense,2022,9.199
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",33.779,33.779,1/1/2022,Maintenance and Other Operating Contracts,Non-labor Expense,2022,33.779
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",50.559,50.559,1/1/2022,Materials and Supplies,Non-labor Expense,2022,50.559
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",27.761,27.761,1/1/2022,OPEB Current Payment,Labor Expense,2022,27.761
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",5.207,5.207,1/1/2022,Other Business Expenses,Non-labor Expense,2022,5.207
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",73.607,73.607,1/1/2022,Other Fringe Benefits,Labor Expense,2022,73.607
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",62.71,62.71,1/1/2022,Overtime,Labor Expense,2022,62.71
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2022,Paratransit Service Contracts,Non-labor Expense,2022,0
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",300.672,300.672,1/1/2022,Payroll,Labor Expense,2022,300.672
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",54.025,54.025,1/1/2022,Pensions,Labor Expense,2022,54.025
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",42.193,42.193,1/1/2022,Professional Service Contracts,Non-labor Expense,2022,42.193
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-0.935,-0.935,1/1/2022,Reimbursable Overhead,Labor Expense,2022,-0.935
MTA Bus,MTA Bus Company,Projected,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",41.761,41.761,1/1/2022,Total MTA Bus Debt Service,Debt Service,2022,41.761
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",67.988,67.988,1/1/2023,Claims,Non-labor Expense,2023,67.988
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.267,2.267,1/1/2023,Electric Power,Non-labor Expense,2023,2.267
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",25.513,25.513,1/1/2023,Fuel,Non-labor Expense,2023,25.513
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",89.317,89.317,1/1/2023,Health and Welfare,Labor Expense,2023,89.317
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",9.723,9.723,1/1/2023,Insurance,Non-labor Expense,2023,9.723
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",31.662,31.662,1/1/2023,Maintenance and Other Operating Contracts,Non-labor Expense,2023,31.662
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",47.95,47.95,1/1/2023,Materials and Supplies,Non-labor Expense,2023,47.95
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",29.106,29.106,1/1/2023,OPEB Current Payment,Labor Expense,2023,29.106
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",5.332,5.332,1/1/2023,Other Business Expenses,Non-labor Expense,2023,5.332
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",72.634,72.634,1/1/2023,Other Fringe Benefits,Labor Expense,2023,72.634
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",61.48,61.48,1/1/2023,Overtime,Labor Expense,2023,61.48
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2023,Paratransit Service Contracts,Non-labor Expense,2023,0
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",292.072,292.072,1/1/2023,Payroll,Labor Expense,2023,292.072
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",50.517,50.517,1/1/2023,Pensions,Labor Expense,2023,50.517
MTA Bus,MTA Bus Company,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",42.05,42.05,1/1/2023,Professional Service Contracts,Non-labor Expense,2023,42.05
MTA Bus,MTA Bus Company,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-0.932,-0.932,1/1/2023,Reimbursable Overhead,Labor Expense,2023,-0.932
MTA Bus,MTA Bus Company,Projected,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",45.856,45.856,1/1/2023,Total MTA Bus Debt Service,Debt Service,2023,45.856
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",3.257,3.257,1/1/2010,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2010,3.257
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.266,2.266,1/1/2011,Claims,Non-labor Expense,2011,2.266
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",6.777,6.777,1/1/2011,Electric Power,Non-labor Expense,2011,6.777
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.543,2.543,1/1/2011,Fuel,Non-labor Expense,2011,2.543
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",20.391,20.391,1/1/2011,Health and Welfare,Labor Expense,2011,20.391
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.873,4.873,1/1/2011,Insurance,Non-labor Expense,2011,4.873
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",44.572,44.572,1/1/2011,Maintenance and Other Operating Contracts,Non-labor Expense,2011,44.572
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.322,0.322,1/1/2011,Materials and Supplies,Non-labor Expense,2011,0.322
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",6.847,6.847,1/1/2011,OPEB Current Payment,Labor Expense,2011,6.847
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",31.548,31.548,1/1/2011,Other Business Expenses,Non-labor Expense,2011,31.548
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",16.036,16.036,1/1/2011,Other Fringe Benefits,Labor Expense,2011,16.036
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",14.174,14.174,1/1/2011,Overtime,Labor Expense,2011,14.174
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2011,Paratransit Service Contracts,Non-labor Expense,2011,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",159.886,159.886,1/1/2011,Payroll,Labor Expense,2011,159.886
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",27.899,27.899,1/1/2011,Pensions,Labor Expense,2011,27.899
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",44.896,44.896,1/1/2011,Professional Service Contracts,Non-labor Expense,2011,44.896
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-40.392,-40.392,1/1/2011,Reimbursable Overhead,Labor Expense,2011,-40.392
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",3.182,3.182,1/1/2011,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2011,3.182
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",-0.015,-0.015,1/1/2012,Claims,Non-labor Expense,2012,-0.015
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",7.087,7.087,1/1/2012,Electric Power,Non-labor Expense,2012,7.087
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.417,2.417,1/1/2012,Fuel,Non-labor Expense,2012,2.417
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",23.164,23.164,1/1/2012,Health and Welfare,Labor Expense,2012,23.164
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.347,0.347,1/1/2012,Insurance,Non-labor Expense,2012,0.347
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",54.91,54.91,1/1/2012,Maintenance and Other Operating Contracts,Non-labor Expense,2012,54.91
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2012,Materials and Supplies,Non-labor Expense,2012,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",7.741,7.741,1/1/2012,OPEB Current Payment,Labor Expense,2012,7.741
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",-11.615,-11.615,1/1/2012,Other Business Expenses,Non-labor Expense,2012,-11.615
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",17.391,17.391,1/1/2012,Other Fringe Benefits,Labor Expense,2012,17.391
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",12.954,12.954,1/1/2012,Overtime,Labor Expense,2012,12.954
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2012,Paratransit Service Contracts,Non-labor Expense,2012,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",154.472,154.472,1/1/2012,Payroll,Labor Expense,2012,154.472
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",34.326,34.326,1/1/2012,Pensions,Labor Expense,2012,34.326
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",56.314,56.314,1/1/2012,Professional Service Contracts,Non-labor Expense,2012,56.314
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-59.852,-59.852,1/1/2012,Reimbursable Overhead,Labor Expense,2012,-59.852
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",0.638,0.638,1/1/2012,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2012,0.638
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1.024,1.024,1/1/2013,Claims,Non-labor Expense,2013,1.024
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",8.253,8.253,1/1/2013,Electric Power,Non-labor Expense,2013,8.253
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.238,2.238,1/1/2013,Fuel,Non-labor Expense,2013,2.238
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",24.242,24.242,1/1/2013,Health and Welfare,Labor Expense,2013,24.242
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.868,2.868,1/1/2013,Insurance,Non-labor Expense,2013,2.868
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",61.43,61.43,1/1/2013,Maintenance and Other Operating Contracts,Non-labor Expense,2013,61.43
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2013,Materials and Supplies,Non-labor Expense,2013,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",7.974,7.974,1/1/2013,OPEB Current Payment,Labor Expense,2013,7.974
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",13.491,13.491,1/1/2013,Other Business Expenses,Non-labor Expense,2013,13.491
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",14.284,14.284,1/1/2013,Other Fringe Benefits,Labor Expense,2013,14.284
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",10.467,10.467,1/1/2013,Overtime,Labor Expense,2013,10.467
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2013,Paratransit Service Contracts,Non-labor Expense,2013,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",151.691,151.691,1/1/2013,Payroll,Labor Expense,2013,151.691
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",44.182,44.182,1/1/2013,Pensions,Labor Expense,2013,44.182
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",46.845,46.845,1/1/2013,Professional Service Contracts,Non-labor Expense,2013,46.845
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-45.428,-45.428,1/1/2013,Reimbursable Overhead,Labor Expense,2013,-45.428
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1.712,1.712,1/1/2013,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2013,1.712
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.573,0.573,1/1/2014,Claims,Non-labor Expense,2014,0.573
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",8.399,8.399,1/1/2014,Electric Power,Non-labor Expense,2014,8.399
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1.148,1.148,1/1/2014,Fuel,Non-labor Expense,2014,1.148
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",25.095,25.095,1/1/2014,Health and Welfare,Labor Expense,2014,25.095
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",3.281,3.281,1/1/2014,Insurance,Non-labor Expense,2014,3.281
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",66.414,66.414,1/1/2014,Maintenance and Other Operating Contracts,Non-labor Expense,2014,66.414
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2014,Materials and Supplies,Non-labor Expense,2014,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",8.934,8.934,1/1/2014,OPEB Current Payment,Labor Expense,2014,8.934
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",18.634,18.634,1/1/2014,Other Business Expenses,Non-labor Expense,2014,18.634
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",17.435,17.435,1/1/2014,Other Fringe Benefits,Labor Expense,2014,17.435
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",7.517,7.517,1/1/2014,Overtime,Labor Expense,2014,7.517
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2014,Paratransit Service Contracts,Non-labor Expense,2014,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",168.265,168.265,1/1/2014,Payroll,Labor Expense,2014,168.265
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",45.332,45.332,1/1/2014,Pensions,Labor Expense,2014,45.332
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",51.994,51.994,1/1/2014,Professional Service Contracts,Non-labor Expense,2014,51.994
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-38.505,-38.505,1/1/2014,Reimbursable Overhead,Labor Expense,2014,-38.505
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",2.438,2.438,1/1/2014,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2014,2.438
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.107,2.107,1/1/2015,Claims,Non-labor Expense,2015,2.107
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",6.855,6.855,1/1/2015,Electric Power,Non-labor Expense,2015,6.855
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.823,0.823,1/1/2015,Fuel,Non-labor Expense,2015,0.823
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",46.823,46.823,1/1/2015,Health and Welfare,Labor Expense,2015,46.823
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.695,4.695,1/1/2015,Insurance,Non-labor Expense,2015,4.695
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",67.051,67.051,1/1/2015,Maintenance and Other Operating Contracts,Non-labor Expense,2015,67.051
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.01,0.01,1/1/2015,Materials and Supplies,Non-labor Expense,2015,0.01
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",10.203,10.203,1/1/2015,OPEB Current Payment,Labor Expense,2015,10.203
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",20.456,20.456,1/1/2015,Other Business Expenses,Non-labor Expense,2015,20.456
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",15.037,15.037,1/1/2015,Other Fringe Benefits,Labor Expense,2015,15.037
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",8.239,8.239,1/1/2015,Overtime,Labor Expense,2015,8.239
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2015,Paratransit Service Contracts,Non-labor Expense,2015,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",243.39,243.39,1/1/2015,Payroll,Labor Expense,2015,243.39
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",66.624,66.624,1/1/2015,Pensions,Labor Expense,2015,66.624
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",142.972,142.972,1/1/2015,Professional Service Contracts,Non-labor Expense,2015,142.972
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-32.214,-32.214,1/1/2015,Reimbursable Overhead,Labor Expense,2015,-32.214
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",2.716,2.716,1/1/2015,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2015,2.716
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.655,2.655,1/1/2016,Claims,Non-labor Expense,2016,2.655
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",5.958,5.958,1/1/2016,Electric Power,Non-labor Expense,2016,5.958
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.751,0.751,1/1/2016,Fuel,Non-labor Expense,2016,0.751
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",52.217,52.217,1/1/2016,Health and Welfare,Labor Expense,2016,52.217
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.215,4.215,1/1/2016,Insurance,Non-labor Expense,2016,4.215
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",66.358,66.358,1/1/2016,Maintenance and Other Operating Contracts,Non-labor Expense,2016,66.358
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.044,0.044,1/1/2016,Materials and Supplies,Non-labor Expense,2016,0.044
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",12.02,12.02,1/1/2016,OPEB Current Payment,Labor Expense,2016,12.02
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",18.823,18.823,1/1/2016,Other Business Expenses,Non-labor Expense,2016,18.823
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",24.61,24.61,1/1/2016,Other Fringe Benefits,Labor Expense,2016,24.61
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",9.701,9.701,1/1/2016,Overtime,Labor Expense,2016,9.701
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2016,Paratransit Service Contracts,Non-labor Expense,2016,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",251.819,251.819,1/1/2016,Payroll,Labor Expense,2016,251.819
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",63.414,63.414,1/1/2016,Pensions,Labor Expense,2016,63.414
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",151.191,151.191,1/1/2016,Professional Service Contracts,Non-labor Expense,2016,151.191
